word,sentence,jlpt_level,original_index,optimal_index,number_of_unknown_tokens,unknown_tokens_in_sentence,tokenized_sentence_surface,reading,meaning
連なる,山々が連なる美しい景色が広がっていた。,N1,6959,4403,3,"山々, 連なる, 広がっ","山々, が, 連なる, 美しい, 景色, が, 広がっ, て, い, た, 。",つらなる,"to extend, to stretch out, to stand in a row"
気体,部屋に充満したガスは、無色透明の気体だった。,N3,2067,4404,4,"充満, 無色, 気体, だっ","部屋, に, 充満, し, た, ガス, は, 、, 無色, 透明, の, 気体, だっ, た, 。",きたい,"vapor, gas"
近視,私は近視なので、眼鏡がないと遠くのものがよく見えません。,N3,2607,4405,4,"近視, もの, 見え, ませ","私, は, 近視, な, の, で, 、, 眼鏡, が, ない, と, 遠く, の, もの, が, よく, 見え, ませ, ん, 。",きんし,nearsightedness
頂上,富士山の頂上からの眺めは最高だった。,N3,2824,4406,4,"富士, 頂上, から, だっ","富士, 山, の, 頂上, から, の, 眺め, は, 最高, だっ, た, 。",ちょうじょう,"top, summit, peak"
マーケット,週末は地元のマーケットで新鮮な野菜を買うのが楽しみです。,N3,3278,4407,4,"週末, 地元, マーケット, です","週末, は, 地元, の, マーケット, で, 新鮮, な, 野菜, を, 買う, の, が, 楽しみ, です, 。",マーケット,market
柵,公園の周りには柵が設けられている。,N3,3313,4408,4,"柵, 設け, られ, いる","公園, の, 周り, に, は, 柵, が, 設け, られ, て, いる, 。",さく,"fence, paling"
針金,庭の柵が壊れたので、針金で応急処置をした。,N2,4661,4409,2,"壊れ, 針金","庭, の, 柵, が, 壊れ, た, の, で, 、, 針金, で, 応急, 処置, を, し, た, 。",はりがね,wire
ペンチ,ペンチで針金を切った。,N2,4817,4410,2,"ペンチ, 切っ","ペンチ, で, 針金, を, 切っ, た, 。",ペンチ,pliers (lit: pinchers)
曲げる,針金を曲げてフックを作った。,N2,4861,4411,3,"曲げ, フック, 作っ","針金, を, 曲げ, て, フック, を, 作っ, た, 。",まげる,"to bend, to crook, to lean"
酸化,切ったリンゴは時間が経つと酸化して茶色くなる。,N3,3316,4412,4,"切っ, リンゴ, 酸化, 茶色く","切っ, た, リンゴ, は, 時間, が, 経つ, と, 酸化, し, て, 茶色く, なる, 。",さんか,oxidation
酸素,植物は光合成によって二酸化炭素を吸収し、酸素を放出する。,N3,1389,4413,4,"合成, よっ, 酸素, 放出","植物, は, 光, 合成, に, よっ, て, 二, 酸化, 炭素, を, 吸収, し, 、, 酸素, を, 放出, する, 。",さんそ,oxygen
磁気,このドアは磁気で閉まるようになっている。,N3,3321,4414,4,"磁気, よう, なっ, いる","この, ドア, は, 磁気, で, 閉まる, よう, に, なっ, て, いる, 。",じき,magnetism
字体,この書類の字体は読みやすいゴシック体で統一されています。,N3,3324,4415,4,"字体, やすい, ゴシック, ます","この, 書類, の, 字体, は, 読み, やすい, ゴシック, 体, で, 統一, さ, れ, て, い, ます, 。",じたい,"font, lettering"
仕様,このソフトウェアの仕様はまだ確定していません。,N3,3333,4416,4,"ソフトウェア, 仕様, 確定, ませ","この, ソフトウェア, の, 仕様, は, まだ, 確定, し, て, い, ませ, ん, 。",しよう,"way, method, specification"
改悪,仕様変更の結果、システムが改悪された。,N1,5922,4417,2,"システム, 改悪","仕様, 変更, の, 結果, 、, システム, が, 改悪, さ, れ, た, 。",かいあく,"deterioration, changing for the worse"
精巧,このオルゴールは、とても精巧な作りをしている。,N3,3351,4418,4,"オルゴール, 精巧, 作り, いる","この, オルゴール, は, 、, とても, 精巧, な, 作り, を, し, て, いる, 。",せいこう,"elaborate, delicate, exquisite"
選考,書類選考の結果、面接に進むことになりました。,N3,3361,4419,4,"選考, こと, なり, まし","書類, 選考, の, 結果, 、, 面接, に, 進む, こと, に, なり, まし, た, 。",せんこう,"selection, screening"
同士,彼らは同じ趣味を持つ者同士、すぐに仲良くなった。,N3,3396,4420,4,"同士, すぐ, 仲良く, なっ","彼, ら, は, 同じ, 趣味, を, 持つ, 者, 同士, 、, すぐ, に, 仲良く, なっ, た, 。",どうし,"one another, companion, comrade"
年鑑,図書館で最新の**年鑑**を調べた。,N3,3407,4421,4,"館, 最新, 年鑑, 調べ","図書, 館, で, 最新, の, *, *, 年鑑, *, *, を, 調べ, た, 。",ねんかん,yearbook
～敗,接戦の末、2対3で惜敗した。,N3,3411,4422,4,"接戦, 2, 3, 惜敗","接戦, の, 末, 、, 2, 対, 3, で, 惜敗, し, た, 。",はい,"counter for loss, defeat"
非行,彼は最近、非行に走っているようだ。,N3,3420,4423,4,"非行, 走っ, いる, よう","彼, は, 最近, 、, 非行, に, 走っ, て, いる, よう, だ, 。",ひこう,"delinquency, misconduct"
経る,数々の困難を**経て**、彼はついに成功を掴んだ。,N3,3426,4424,4,"数々, 経, ついに, 掴ん","数々, の, 困難, を, *, *, 経, て, *, *, 、, 彼, は, ついに, 成功, を, 掴ん, だ, 。",へる,"to pass, to elapse, to experience"
保護,このヘルメットは頭部を保護します。,N3,3427,4425,4,"ヘルメット, 頭部, 保護, ます","この, ヘルメット, は, 頭部, を, 保護, し, ます, 。",ほご,"care, protection, shelter"
～論,環境保護論は、今後の社会にとって重要なテーマだ。,N2,4331,4426,3,"論, とっ, テーマ","環境, 保護, 論, は, 、, 今後, の, 社会, に, とっ, て, 重要, な, テーマ, だ, 。",～ろん,theory
保障,この保険は、事故による損害を**保障**します。,N3,3428,4427,4,"保険, よる, 保障, ます","この, 保険, は, 、, 事故, に, よる, 損害, を, *, *, 保障, *, *, し, ます, 。",ほしょう,"guarantee, security, warranty"
膜,このソーセージは、天然の**膜**を使っている。,N3,3432,4428,4,"ソーセージ, 膜, 使っ, いる","この, ソーセージ, は, 、, 天然, の, *, *, 膜, *, *, を, 使っ, て, いる, 。",まく,"membrane, film"
有機,この野菜は有機栽培で育てられました。,N3,3441,4429,4,"有機, 育て, られ, まし","この, 野菜, は, 有機, 栽培, で, 育て, られ, まし, た, 。",ゆうき,organic
周辺,駅の周辺にはお店がたくさんあります。,N2,3451,4430,4,"周辺, たくさん, あり, ます","駅, の, 周辺, に, は, お, 店, が, たくさん, あり, ます, 。",しゅうへん,"circumference, peripheral"
しょうがない,電車が遅れてるから、しょうがないな。遅れて行こう。,N2,3488,4431,4,"てる, から, しょう, 行こう","電車, が, 遅れ, てる, から, 、, しょう, が, ない, な, 。, 遅れ, て, 行こう, 。",しょうがない,It is not worth ~
上級,このコースは上級者向けです。,N2,3492,4432,4,"コース, 上級, 向け, です","この, コース, は, 上級, 者, 向け, です, 。",じょうきゅう,"advanced level, high grade, senior"
上下,地震で本棚から物が**上下**に激しく落ちた。,N2,3496,4433,4,"から, 上下, 激しく, 落ち","地震, で, 本棚, から, 物, が, *, *, 上下, *, *, に, 激しく, 落ち, た, 。",じょうげ,"high and low, up and down"
障子,障子から柔らかい光が差し込んでいる。,N2,3497,4434,4,"障子, から, 差し込ん, いる","障子, から, 柔らかい, 光, が, 差し込ん, で, いる, 。",しょうじ,paper sliding door
小数,このケーキには、まだほんの**小数**しか砂糖が入っていない。,N2,3502,4435,4,"ほんの, 小数, しか, 入っ","この, ケーキ, に, は, 、, まだ, ほんの, *, *, 小数, *, *, しか, 砂糖, が, 入っ, て, い, ない, 。",しょうすう,"fraction (part of), decimal"
商店,駅前の商店街は、いつも買い物客で賑わっている。,N2,3503,4436,4,"駅前, 商店, 賑わっ, いる","駅前, の, 商店, 街, は, 、, いつ, も, 買い物, 客, で, 賑わっ, て, いる, 。",しょうてん,"shop, business firm"
軒並,台風の影響で、周辺の商店は軒並み休業していた。,N1,5688,4437,1,軒並み,"台風, の, 影響, で, 、, 周辺, の, 商店, は, 軒並み, 休業, し, て, い, た, 。",のきなみ,row of houses; uniformly
上品,彼女の話し方は、とても上品で素敵だった。,N2,3508,4438,4,"話し, 上品, 素敵, だっ","彼女, の, 話し, 方, は, 、, とても, 上品, で, 素敵, だっ, た, 。",じょうひん,"refined, elegant, well-mannered"
素人,彼はまだ素人だから、温かい目で見守ってあげよう。,N2,3533,4439,4,"素人, から, 見守っ, あげよう","彼, は, まだ, 素人, だ, から, 、, 温かい, 目, で, 見守っ, て, あげよう, 。",しろうと,"layman, amateur, novice"
針路,船は新たな針路を取り、目的地へと向かった。,N2,3551,4440,4,"船, 針路, 取り, 向かっ","船, は, 新た, な, 針路, を, 取り, 、, 目的, 地, へ, と, 向かっ, た, 。",しんろ,"course, direction"
水産,今日の夕食は、水産会社から直送された新鮮な魚だ。,N2,3553,4441,4,"夕食, 水産, から, 直送","今日, の, 夕食, は, 、, 水産, 会社, から, 直送, さ, れ, た, 新鮮, な, 魚, だ, 。",すいさん,"marine products, fisheries"
垂直,この壁は床に対して垂直に立っている。,N2,3557,4442,4,"対し, 垂直, 立っ, いる","この, 壁, は, 床, に, 対し, て, 垂直, に, 立っ, て, いる, 。",すいちょく,"vertical, perpendicular"
ずうっと,この曲、子供の頃からずうっと好き。,N2,3567,4443,4,"曲, 頃, から, ずうっと","この, 曲, 、, 子供, の, 頃, から, ずうっと, 好き, 。",ずうっと,"all the time, all the way"
末っ子,家族の中で、私は末っ子なので、みんなにかわいがられています。,N2,3568,4444,4,"末っ子, かわい, がら, ます","家族, の, 中, で, 、, 私, は, 末っ子, な, の, で, 、, みんな, に, かわい, がら, れ, て, い, ます, 。",すえっこ,youngest child
図鑑,息子の誕生日に恐竜の図鑑を買ってあげた。,N2,3570,4445,4,"恐竜, 図鑑, 買っ, あげ","息子, の, 誕生, 日, に, 恐竜, の, 図鑑, を, 買っ, て, あげ, た, 。",ずかん,picture book
杉,この辺りには杉の木がたくさん生えている。,N2,3572,4446,4,"杉, たくさん, 生え, いる","この, 辺り, に, は, 杉, の, 木, が, たくさん, 生え, て, いる, 。",すぎ,Japanese cedar
スチュワーデス,「スチュワーデスさんが笑顔で飲み物を配ってくれた。」,N2,3583,4447,4,"スチュワーデス, さん, 配っ, くれ","「, スチュワーデス, さん, が, 笑顔, で, 飲み物, を, 配っ, て, くれ, た, 。, 」",スチュワーデス,stewardess
製作,この映画は10年の歳月をかけて製作された。,N2,3604,4448,4,"10, 歳月, かけ, 製作","この, 映画, は, 10, 年, の, 歳月, を, かけ, て, 製作, さ, れ, た, 。",せいさく,"manufacture, production"
整備,公園の遊具は定期的に整備されている。,N2,3613,4449,4,"遊具, 的, 整備, いる","公園, の, 遊具, は, 定期, 的, に, 整備, さ, れ, て, いる, 。",せいび,"maintenance, overhaul"
公衆,この公園は、公衆トイレが整備されていて便利です。,N2,4084,4450,2,"公衆, です","この, 公園, は, 、, 公衆, トイレ, が, 整備, さ, れ, て, い, て, 便利, です, 。",こうしゅう,the public
成分,この洗剤は天然成分だけで作られています。,N2,3614,4451,4,"成分, だけ, 作ら, ます","この, 洗剤, は, 天然, 成分, だけ, で, 作ら, れ, て, い, ます, 。",せいぶん,"ingredient, component, composition"
せめて,せめて、一言だけでもお礼を言いたかった。,N2,3632,4452,4,"せめて, だけ, 言い, たかっ","せめて, 、, 一言, だけ, で, も, お, 礼, を, 言い, たかっ, た, 。",せめて,at least
先々週,先々週、京都に行ってきました。,N2,3644,4453,4,"先々, 京都, 行っ, まし","先々, 週, 、, 京都, に, 行っ, て, き, まし, た, 。",せんせんしゅう,2 weeks before
先祖,私たちは先祖を敬う気持ちを大切にしています。,N2,3645,4454,4,"たち, 先祖, 敬う, ます","私, たち, は, 先祖, を, 敬う, 気持ち, を, 大切, に, し, て, い, ます, 。",せんぞ,ancestor
先端,この技術は業界の先端を走っている。,N2,3646,4455,4,"業界, 先端, 走っ, いる","この, 技術, は, 業界, の, 先端, を, 走っ, て, いる, 。",せんたん,"pointed end, tip"
剃る,毎朝、髭を剃るのが日課です。,N2,3687,4456,4,"髭, 剃る, 日課, です","毎朝, 、, 髭, を, 剃る, の, が, 日課, です, 。",そる,to shave
代名詞,彼女は田中さんのことを、いつも「彼」と代名詞で呼ぶ。,N2,3711,4457,4,"田中, さん, こと, 代","彼女, は, 田中, さん, の, こと, を, 、, いつ, も, 「, 彼, 」, と, 代, 名詞, で, 呼ぶ, 。",だいめいし,pronoun
ダイヤグラム,電車のダイヤグラムを見て、乗り換え時間を調べた。,N2,3713,4458,4,"ダイヤグラム, 見, 乗り換え, 調べ","電車, の, ダイヤグラム, を, 見, て, 、, 乗り換え, 時間, を, 調べ, た, 。",ダイヤグラム,diagram
発,彼は東京駅を**発**つ新幹線に乗った。,N2,3728,4459,4,"東京, 発, 新, 乗っ","彼, は, 東京, 駅, を, *, *, 発, *, *, つ, 新, 幹線, に, 乗っ, た, 。",はつ,"to depart (e.g., on a plane, train)"
列車,次の列車は10時発です。,N3,2523,4460,4,"列車, 10, 時, です","次, の, 列車, は, 10, 時, 発, です, 。",れっしゃ,train (ordinary)
停止,列車は駅で**停止**した。,N2,5144,4461,1,停止,"列車, は, 駅, で, *, *, 停止, *, *, し, た, 。",ていし,"suspension, interruption, stoppage"
鉄橋,列車は鉄橋をゆっくりと渡った。,N2,5161,4462,3,"鉄橋, ゆっくり, 渡っ","列車, は, 鉄橋, を, ゆっくり, と, 渡っ, た, 。",てっきょう,iron bridge
オーケストラ,今度の週末は、オーケストラの演奏会に行く予定です。,N2,3742,4463,4,"週末, オーケストラ, 会, です","今度, の, 週末, は, 、, オーケストラ, の, 演奏, 会, に, 行く, 予定, です, 。",オーケストラ,orchestra
